"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"05/01","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/02","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/03","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/04","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/05","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/06","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/07","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/08","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/09","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/10","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/11","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/12","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/13","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/14","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/15","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/16","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/17","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/18","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/19","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/20","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/21","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/22","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/23","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/24","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/25","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/26","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/27","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/28","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/29","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/30","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/31","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
