"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"01/01","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/02","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/03","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/04","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/05","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/06","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/07","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/08","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/09","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/10","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/11","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/12","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/13","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/14","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/15","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/16","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/17","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/18","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/19","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/20","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/21","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/22","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/23","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/24","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/25","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/26","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/27","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/28","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/29","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/30","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/31","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
