"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"06/01","日","6","18","0","0","24","13","184.62%","37,650","156,075","3,800","197,525","140,000","155.2%","8,230","24"
"06/02","月","0","4","0","0","4","13","30.77%","18,500","24,509","9,363","52,372","140,000","41.15%","13,093","3"
"06/03","火","1","7","0","0","8","13","61.54%","28,600","49,454","19,500","97,554","140,000","76.65%","12,194","7"
"06/04","水","1","12","0","0","13","13","100%","22,371","130,498","20,700","173,569","140,000","136.38%","13,351","12"
"06/05","木","1","12","0","1","14","13","107.69%","14,584","81,939","13,781","110,304","140,000","86.67%","7,879","12"
"06/06","金","1","8","0","0","9","13","69.23%","47,549","77,185","3,600","128,334","140,000","100.84%","14,259","9"
"06/07","土","2","11","0","0","13","13","100%","29,800","104,798","9,400","143,998","140,000","113.14%","11,077","13"
"06/08","日","5","16","0","0","21","13","161.54%","51,687","156,863","0","208,550","140,000","163.86%","9,931","21"
"06/09","月","0","9","0","1","10","13","76.92%","34,635","76,299","2,000","112,934","140,000","88.74%","11,293","8"
"06/10","火","1","8","0","0","9","13","69.23%","12,300","74,361","5,300","91,961","140,000","72.26%","10,218","8"
"06/11","水","1","7","0","0","8","13","61.54%","67,313","62,130","0","129,443","140,000","101.71%","16,180","8"
"06/12","木","1","6","0","0","7","13","53.85%","25,000","58,489","22,400","105,889","140,000","83.2%","15,127","6"
"06/13","金","2","11","0","0","13","13","100%","15,301","110,360","4,272","129,933","140,000","102.09%","9,995","12"
"06/14","土","3","12","0","0","15","13","115.38%","66,661","74,755","0","141,416","140,000","111.11%","9,428","15"
"06/15","日","3","13","0","0","16","13","123.08%","25,691","153,960","0","179,651","140,000","141.16%","11,228","16"
"06/16","月","2","6","0","0","8","13","61.54%","58,227","41,290","21,900","121,417","140,000","95.4%","15,177","8"
"06/17","火","3","7","0","0","10","13","76.92%","23,122","51,304","14,890","89,316","140,000","70.18%","8,932","8"
"06/18","水","2","7","0","0","9","13","69.23%","7,469","90,337","0","97,806","140,000","76.85%","10,867","9"
"06/19","木","3","7","0","0","10","13","76.92%","12,796","87,383","0","100,179","140,000","78.71%","10,018","10"
"06/20","金","0","8","0","0","8","13","61.54%","11,091","63,524","2,900","77,515","140,000","60.91%","9,689","8"
"06/21","土","2","10","0","1","13","14","92.86%","34,364","110,697","0","145,061","140,000","113.98%","11,159","12"
"06/22","日","0","26","0","0","26","14","185.71%","34,144","184,566","22,700","241,410","140,000","189.69%","9,285","26"
"06/23","月","1","5","0","0","6","14","42.86%","12,934","54,996","7,600","75,530","140,000","59.35%","12,588","6"
"06/24","火","0","11","0","0","11","14","78.57%","13,195","88,130","12,972","114,297","140,000","89.81%","10,391","10"
"06/25","水","3","8","0","0","11","14","78.57%","26,635","84,536","0","111,171","140,000","87.35%","10,106","11"
"06/26","木","1","7","0","0","8","14","57.14%","28,866","59,604","0","88,470","140,000","69.51%","11,059","8"
"06/27","金","2","10","0","0","12","14","85.71%","36,299","96,444","12,100","144,843","140,000","113.81%","12,070","12"
"06/28","土","2","13","0","0","15","14","107.14%","18,354","134,722","0","153,076","140,000","120.28%","10,205","15"
"06/29","日","0","22","0","0","22","14","157.14%","24,074","152,338","1,600","178,012","140,000","139.87%","8,091","22"
"06/30","月","2","5","0","0","7","14","50%","12,395","26,303","3,800","42,498","140,000","33.39%","6,071","7"
"TOTAL","","51","306","0","3","360","400","90%","851,607","2,717,849","214,578","3,784,034","4,200,000","90.1%","10,511","346"
