"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"07/01","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/02","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/03","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/04","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/05","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/06","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/07","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/08","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/09","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/10","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/11","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/12","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/13","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/14","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/15","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/16","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/17","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/18","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/19","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/20","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/21","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/22","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/23","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/24","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/25","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/26","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/27","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/28","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/29","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/30","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/31","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
