"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"05/01","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/02","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/03","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/04","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/05","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/06","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/07","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/08","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/09","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/10","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/11","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/12","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/13","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/14","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/15","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/16","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/17","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/18","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/19","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/20","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/21","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/22","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/23","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/24","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/25","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/26","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/27","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/28","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/29","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/30","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"05/31","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
