"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"07/01","月","2","11","0","1","14","11","127.27%","24,443","0","80,581","105,024","116,129","99.48%","7,502","13"
"07/02","火","0","9","0","0","9","11","81.82%","14,436","0","90,861","105,297","116,129","99.74%","11,700","8"
"07/03","水","3","6","0","0","9","11","81.82%","11,800","0","83,707","95,507","116,129","90.47%","10,612","8"
"07/04","木","1","9","0","0","10","11","90.91%","12,545","0","83,253","95,798","116,129","90.74%","9,580","9"
"07/05","金","2","7","0","0","9","11","81.82%","20,854","0","54,318","75,172","116,129","71.21%","8,352","8"
"07/06","土","1","17","0","0","18","11","163.64%","17,364","0","152,285","169,649","116,129","160.7%","9,425","18"
"07/07","日","2","12","0","0","14","11","127.27%","29,636","0","96,406","126,042","116,129","119.39%","9,003","14"
"07/08","月","0","7","0","0","7","11","63.64%","31,695","0","47,004","78,699","116,129","74.55%","11,243","7"
"07/09","火","1","6","0","0","7","11","63.64%","7,932","0","68,219","76,151","116,129","72.14%","10,879","8"
"07/10","水","3","4","0","0","7","11","63.64%","17,800","0","56,436","74,236","116,129","70.32%","10,605","7"
"07/11","木","4","7","0","0","11","11","100%","28,241","0","100,809","129,050","116,129","122.24%","11,732","12"
"07/12","金","5","5","0","0","10","11","90.91%","1,600","0","100,606","102,206","116,129","96.81%","10,221","10"
"07/13","土","1","18","0","0","19","12","158.33%","29,766","0","173,121","202,887","116,129","192.18%","10,678","19"
"07/14","日","3","10","0","0","13","12","108.33%","15,571","0","108,462","124,033","116,129","117.49%","9,541","13"
"07/15","月","1","14","0","0","15","12","125%","57,381","0","77,943","135,324","116,129","128.19%","9,022","15"
"07/16","火","0","5","0","0","5","12","41.67%","14,036","0","63,790","77,826","116,129","73.72%","15,565","4"
"07/17","水","4","5","0","0","9","12","75%","27,926","0","42,344","70,270","116,129","66.56%","7,808","8"
"07/18","木","3","8","0","0","11","12","91.67%","7,595","0","120,020","127,615","116,129","120.88%","11,601","11"
"07/19","金","3","5","0","0","8","12","66.67%","17,969","0","69,402","87,371","116,129","82.76%","10,921","7"
"07/20","土","4","14","0","0","18","12","150%","58,494","0","115,165","173,659","116,129","164.5%","9,648","18"
"07/21","日","3","7","0","0","10","12","83.33%","20,969","0","85,483","106,452","116,129","100.84%","10,645","9"
"07/22","月","1","10","0","0","11","12","91.67%","18,369","0","78,265","96,634","116,129","91.54%","8,785","11"
"07/23","火","0","9","0","0","9","12","75%","2,859","0","107,728","110,587","116,129","104.75%","12,287","7"
"07/24","水","2","8","0","0","10","12","83.33%","14,500","0","72,734","87,234","116,129","82.63%","8,723","10"
"07/25","木","1","7","0","1","9","12","75%","17,719","0","99,496","117,215","116,129","111.03%","13,024","10"
"07/26","金","1","10","0","0","11","12","91.67%","29,279","0","77,545","106,824","116,129","101.19%","9,711","11"
"07/27","土","6","18","0","0","24","12","200%","40,294","0","210,299","250,593","116,129","237.37%","10,441","22"
"07/28","日","6","6","0","0","12","12","100%","9,054","0","100,124","109,178","116,129","103.42%","9,098","12"
"07/29","月","2","5","0","0","7","12","58.33%","8,780","0","49,891","58,671","116,129","55.58%","8,382","7"
"07/30","火","5","4","0","0","9","12","75%","12,527","0","58,253","70,780","116,129","67.05%","7,864","8"
"07/31","水","2","5","0","0","7","12","58.33%","9,000","0","59,889","68,889","116,130","65.25%","9,841","7"
"TOTAL","","72","268","0","2","342","360","95%","630,434","0","2,784,439","3,414,873","3,600,000","94.86%","9,985","331"
