"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"01/01","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/02","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/03","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/04","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/05","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/06","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/07","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/08","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/09","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/10","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/11","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/12","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/13","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/14","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/15","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/16","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/17","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/18","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/19","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/20","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/21","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/22","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/23","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/24","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/25","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/26","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/27","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/28","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/29","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/30","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"01/31","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
