"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"06/01","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/02","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/03","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/04","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/05","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/06","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/07","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/08","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/09","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/10","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/11","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/12","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/13","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/14","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/15","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/16","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/17","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/18","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/19","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/20","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/21","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/22","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/23","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/24","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/25","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/26","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/27","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/28","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/29","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/30","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
