"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"04/01","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/02","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/03","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/04","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/05","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/06","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/07","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/08","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/09","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/10","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/11","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/12","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/13","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/14","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/15","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/16","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/17","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/18","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/19","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/20","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/21","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/22","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/23","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/24","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/25","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/26","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/27","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/28","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/29","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"04/30","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
