"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"10/01","日","0","8","0","0","8","0","0%","7,324","0","67,591","74,915","0","0%","9,364","9"
"10/02","月","0","3","0","0","3","0","0%","20,463","0","10,418","30,881","0","0%","10,294","5"
"10/03","火","1","6","0","0","7","0","0%","11,000","0","46,607","57,607","0","0%","8,230","6"
"10/04","水","3","7","0","0","10","0","0%","31,249","0","63,431","94,680","0","0%","9,468","9"
"10/05","木","3","3","0","0","6","0","0%","9,500","0","57,180","66,680","0","0%","11,113","5"
"10/06","金","4","7","0","0","11","0","0%","12,952","0","85,563","98,515","0","0%","8,956","10"
"10/07","土","3","11","0","0","14","0","0%","52,536","0","71,198","123,734","0","0%","8,838","14"
"10/08","日","2","5","0","0","7","0","0%","22,800","0","40,362","63,162","0","0%","9,023","7"
"10/09","月","2","8","0","0","10","0","0%","19,085","0","52,377","71,462","0","0%","7,146","10"
"10/10","火","2","6","0","0","8","0","0%","23,167","0","50,968","74,135","0","0%","9,267","8"
"10/11","水","2","8","0","0","10","0","0%","31,047","0","51,105","82,152","0","0%","8,215","10"
"10/12","木","5","2","0","0","7","0","0%","50,635","0","32,117","82,752","0","0%","11,822","7"
"10/13","金","4","2","0","0","6","0","0%","6,000","0","48,635","54,635","0","0%","9,106","6"
"10/14","土","6","12","0","0","18","0","0%","23,786","0","132,347","156,133","0","0%","8,674","17"
"10/15","日","6","5","0","0","11","0","0%","13,311","0","98,903","112,214","0","0%","10,201","11"
"10/16","月","3","4","0","0","7","0","0%","18,276","0","34,295","52,571","0","0%","7,510","7"
"10/17","火","3","9","0","0","12","0","0%","7,656","0","106,259","113,915","0","0%","9,493","10"
"10/18","水","4","3","0","0","7","0","0%","23,059","0","50,821","73,880","0","0%","10,554","7"
"10/19","木","5","7","0","0","12","0","0%","27,063","0","98,007","125,070","0","0%","10,423","12"
"10/20","金","2","9","0","0","11","0","0%","42,287","0","45,867","88,154","0","0%","8,014","11"
"10/21","土","7","10","0","0","17","0","0%","63,027","0","52,834","115,861","0","0%","6,815","17"
"10/22","日","6","7","0","0","13","0","0%","10,300","0","95,687","105,987","0","0%","8,153","12"
"10/23","月","3","7","0","0","10","0","0%","29,338","0","67,250","96,588","0","0%","9,659","9"
"10/24","火","2","5","0","0","7","0","0%","13,727","0","39,618","53,345","0","0%","7,621","7"
"10/25","水","0","6","0","0","6","0","0%","1,782","0","58,944","60,726","0","0%","10,121","6"
"10/26","木","2","9","0","0","11","0","0%","18,936","0","85,072","104,008","0","0%","9,455","9"
"10/27","金","3","7","0","0","10","0","0%","11,411","0","65,269","76,680","0","0%","7,668","8"
"10/28","土","5","11","0","0","16","0","0%","26,687","0","106,347","133,034","0","0%","8,315","16"
"10/29","日","5","4","0","0","9","0","0%","21,162","0","66,472","87,634","0","0%","9,737","9"
"10/30","月","2","4","0","0","6","0","0%","19,700","0","28,917","48,617","0","0%","8,103","6"
"10/31","火","0","5","0","0","5","0","0%","4,993","0","41,769","46,762","0","0%","9,352","5"
"TOTAL","","95","200","0","0","295","0","0%","674,259","0","1,952,230","2,626,489","0","0%","8,903","285"
