"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"08/01","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/02","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/03","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/04","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/05","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/06","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/07","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/08","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/09","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/10","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/11","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/12","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/13","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/14","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/15","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/16","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/17","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/18","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/19","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/20","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/21","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/22","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/23","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/24","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/25","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/26","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/27","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/28","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/29","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/30","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/31","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
