"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"06/01","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/02","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/03","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/04","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/05","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/06","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/07","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/08","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/09","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/10","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/11","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/12","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/13","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/14","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/15","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/16","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/17","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/18","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/19","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/20","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/21","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/22","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/23","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/24","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/25","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/26","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/27","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/28","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/29","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"06/30","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
