"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"02/01","土","6","17","0","0","23","14","164.29%","28,908","0","196,681","225,589","142,857","173.71%","9,808","23"
"02/02","日","6","14","0","0","20","14","142.86%","8,443","0","160,449","168,892","142,857","130.05%","8,445","20"
"02/03","月","1","4","0","0","5","14","35.71%","2,000","0","49,417","51,417","142,857","39.59%","10,283","5"
"02/04","火","2","6","0","0","8","14","57.14%","16,603","0","70,377","86,980","142,857","66.98%","10,873","8"
"02/05","水","2","11","0","0","13","14","92.86%","24,266","0","109,920","134,186","142,857","103.33%","10,322","12"
"02/06","木","1","12","0","0","13","14","92.86%","63,201","0","89,539","152,740","142,857","117.61%","11,749","14"
"02/07","金","0","3","0","0","3","14","21.43%","0","0","54,145","54,145","142,857","41.69%","18,048","1"
"02/08","土","5","14","0","0","19","14","135.71%","57,223","0","113,399","170,622","142,857","131.38%","8,980","19"
"02/09","日","1","16","0","0","17","14","121.43%","24,191","0","157,141","181,332","142,857","139.63%","10,667","17"
"02/10","月","4","10","0","0","14","14","100%","14,000","0","142,793","156,793","142,857","120.74%","11,200","14"
"02/11","火","3","16","0","0","19","14","135.71%","32,685","0","137,082","169,767","142,857","130.73%","8,935","19"
"02/12","水","3","14","0","0","17","14","121.43%","13,134","0","144,689","157,823","142,857","121.53%","9,284","16"
"02/13","木","1","5","0","0","6","14","42.86%","1,285","0","72,231","73,516","142,857","56.61%","12,253","5"
"02/14","金","2","7","0","0","9","14","64.29%","9,000","0","81,125","90,125","142,857","69.4%","10,014","9"
"02/15","土","4","15","0","0","19","14","135.71%","41,600","0","155,714","197,314","142,857","151.94%","10,385","19"
"02/16","日","6","7","0","0","13","14","92.86%","5,295","0","133,184","138,479","142,857","106.63%","10,652","13"
"02/17","月","1","9","0","0","10","14","71.43%","6,400","0","82,579","88,979","142,857","68.52%","8,898","9"
"02/18","火","2","4","0","0","6","14","42.86%","1,500","0","58,471","59,971","142,857","46.18%","9,995","6"
"02/19","水","3","5","0","0","8","14","57.14%","2,500","0","71,198","73,698","142,857","56.75%","9,212","8"
"02/20","木","1","8","0","0","9","14","64.29%","2,894","0","83,185","86,079","142,857","66.28%","9,564","9"
"02/21","金","1","4","0","0","5","15","33.33%","18,878","0","46,676","65,554","142,857","50.48%","13,111","5"
"02/22","土","2","11","0","0","13","15","86.67%","50,632","0","116,164","166,796","142,857","128.44%","12,830","13"
"02/23","日","6","13","0","0","19","15","126.67%","19,600","0","170,794","190,394","142,857","146.61%","10,021","19"
"02/24","月","4","13","0","0","17","15","113.33%","13,375","0","155,974","169,349","142,857","130.4%","9,962","17"
"02/25","火","2","10","0","0","12","15","80%","6,959","0","123,937","130,896","142,858","100.79%","10,908","11"
"02/26","水","0","11","0","0","11","15","73.33%","21,696","0","81,999","103,695","142,858","79.85%","9,427","10"
"02/27","木","3","5","0","0","8","15","53.33%","8,200","0","76,634","84,834","142,858","65.32%","10,604","8"
"02/28","金","1","9","0","0","10","15","66.67%","24,321","0","82,067","106,388","142,858","81.92%","10,639","10"
"TOTAL","","73","273","0","0","346","400","86.5%","518,789","0","3,017,564","3,536,353","4,000,000","88.41%","10,221","339"
