"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"11/01","水","2","6","0","0","8","0","0%","17,019","0","78,641","95,660","0","0%","11,958","8"
"11/02","木","2","6","0","0","8","0","0%","10,318","0","63,035","73,353","0","0%","9,169","8"
"11/03","金","4","10","0","0","14","0","0%","19,909","0","120,178","140,087","0","0%","10,006","13"
"11/04","土","5","14","0","0","19","0","0%","53,994","0","112,075","166,069","0","0%","8,740","19"
"11/05","日","2","10","0","0","12","0","0%","11,032","0","94,656","105,688","0","0%","8,807","12"
"11/06","月","0","11","0","0","11","0","0%","38,545","0","59,154","97,699","0","0%","8,882","9"
"11/07","火","2","3","0","0","5","0","0%","5,000","0","43,408","48,408","0","0%","9,682","5"
"11/08","水","2","9","0","0","11","0","0%","17,818","0","92,634","110,452","0","0%","10,041","9"
"11/09","木","2","6","0","0","8","0","0%","29,254","0","62,344","91,598","0","0%","11,450","9"
"11/10","金","4","3","0","0","7","0","0%","21,236","0","46,380","67,616","0","0%","9,659","7"
"11/11","土","3","7","0","0","10","0","0%","22,258","0","58,703","80,961","0","0%","8,096","10"
"11/12","日","2","10","0","0","12","0","0%","51,154","0","68,026","119,180","0","0%","9,932","11"
"11/13","月","2","3","0","0","5","0","0%","9,000","0","37,400","46,400","0","0%","9,280","5"
"11/14","火","1","8","0","0","9","0","0%","26,272","0","27,635","53,907","0","0%","5,990","9"
"11/15","水","1","8","0","0","9","0","0%","47,853","0","35,145","82,998","0","0%","9,222","9"
"11/16","木","2","6","0","0","8","0","0%","14,545","0","53,144","67,689","0","0%","8,461","7"
"11/17","金","1","4","0","0","5","0","0%","13,284","0","30,924","44,208","0","0%","8,842","5"
"11/18","土","7","12","0","0","19","0","0%","39,102","0","102,238","141,340","0","0%","7,439","18"
"11/19","日","4","12","0","0","16","0","0%","27,079","0","106,507","133,586","0","0%","8,349","16"
"11/20","月","4","2","0","0","6","0","0%","4,600","0","59,542","64,142","0","0%","10,690","6"
"11/21","火","1","6","0","0","7","0","0%","19,390","0","39,054","58,444","0","0%","8,349","6"
"11/22","水","2","7","0","0","9","0","0%","17,400","0","64,672","82,072","0","0%","9,119","9"
"11/23","木","5","9","0","0","14","0","0%","13,864","0","110,486","124,350","0","0%","8,882","14"
"11/24","金","3","9","0","0","12","0","0%","13,827","0","102,888","116,715","0","0%","9,726","12"
"11/25","土","4","13","0","0","17","0","0%","18,748","0","120,520","139,268","0","0%","8,192","15"
"11/26","日","1","4","0","0","5","0","0%","12,750","0","32,567","45,317","0","0%","9,063","5"
"11/27","月","3","3","0","0","6","0","0%","27,954","0","41,199","69,153","0","0%","11,526","6"
"11/28","火","0","7","0","0","7","0","0%","13,604","0","57,794","71,398","0","0%","10,200","7"
"11/29","水","1","6","0","0","7","0","0%","25,563","0","31,290","56,853","0","0%","8,122","7"
"11/30","木","0","6","0","0","6","0","0%","29,863","0","52,325","82,188","0","0%","13,698","6"
"TOTAL","","72","220","0","0","292","0","0%","672,235","0","2,004,564","2,676,799","0","0%","9,167","282"
