"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"07/01","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/02","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/03","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/04","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/05","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/06","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/07","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/08","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/09","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/10","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/11","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/12","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/13","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/14","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/15","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/16","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/17","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/18","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/19","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/20","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/21","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/22","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/23","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/24","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/25","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/26","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/27","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/28","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/29","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/30","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"07/31","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
