"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"06/01","木","5","5","0","0","10","0","0%","16,136","0","47,489","63,625","0","0%","6,363","10"
"06/02","金","4","5","0","0","9","0","0%","15,482","0","45,998","61,480","0","0%","6,831","9"
"06/03","土","6","8","0","0","14","0","0%","60,316","0","66,464","126,780","0","0%","9,056","14"
"06/04","日","5","4","0","0","9","0","0%","23,946","0","26,980","50,926","0","0%","5,658","9"
"06/05","月","3","3","0","0","6","0","0%","5,955","0","53,698","59,653","0","0%","9,942","6"
"06/06","火","7","5","0","0","12","0","0%","35,300","0","66,108","101,408","0","0%","8,451","10"
"06/07","水","3","4","0","0","7","0","0%","21,827","0","25,381","47,208","0","0%","6,744","7"
"06/08","木","3","6","0","0","9","0","0%","13,701","0","60,633","74,334","0","0%","8,259","8"
"06/09","金","1","8","0","0","9","0","0%","12,259","0","75,593","87,852","0","0%","9,761","9"
"06/10","土","5","7","0","0","12","0","0%","47,222","0","64,531","111,753","0","0%","9,313","12"
"06/11","日","3","5","0","0","8","0","0%","20,408","0","41,163","61,571","0","0%","7,696","8"
"06/12","月","1","5","0","0","6","0","0%","489","0","46,991","47,480","0","0%","7,913","6"
"06/13","火","2","4","0","0","6","0","0%","13,944","0","33,755","47,699","0","0%","7,950","6"
"06/14","水","4","5","0","0","9","0","0%","6,954","0","81,561","88,515","0","0%","9,835","9"
"06/15","木","2","7","0","0","9","0","0%","34,539","0","55,132","89,671","0","0%","9,963","8"
"06/16","金","7","5","0","0","12","0","0%","32,518","0","64,378","96,896","0","0%","8,075","12"
"06/17","土","2","10","0","0","12","0","0%","36,881","0","68,616","105,497","0","0%","8,791","12"
"06/18","日","6","4","0","0","10","0","0%","33,049","0","49,549","82,598","0","0%","8,260","10"
"06/19","月","2","4","0","0","6","0","0%","11,500","0","38,917","50,417","0","0%","8,403","5"
"06/20","火","2","4","0","0","6","0","0%","8,833","0","44,238","53,071","0","0%","8,845","6"
"06/21","水","2","5","0","0","7","0","0%","29,900","0","50,689","80,589","0","0%","11,513","6"
"06/22","木","2","2","0","0","4","0","0%","5,916","0","24,328","30,244","0","0%","7,561","4"
"06/23","金","8","6","0","0","14","0","0%","18,990","0","70,125","89,115","0","0%","6,365","12"
"06/24","土","5","7","0","0","12","0","0%","53,472","0","42,272","95,744","0","0%","7,979","13"
"06/25","日","7","6","0","0","13","0","0%","36,000","0","48,235","84,235","0","0%","6,480","13"
"06/26","月","3","4","0","0","7","0","0%","14,168","0","28,821","42,989","0","0%","6,141","7"
"06/27","火","4","8","0","0","12","0","0%","21,700","0","78,034","99,734","0","0%","8,311","10"
"06/28","水","3","4","0","0","7","0","0%","14,599","0","40,071","54,670","0","0%","7,810","7"
"06/29","木","3","5","0","0","8","0","0%","15,318","0","59,454","74,772","0","0%","9,347","8"
"06/30","金","3","8","0","0","11","0","0%","30,827","0","66,808","97,635","0","0%","8,876","9"
"TOTAL","","113","163","0","0","276","0","0%","692,149","0","1,566,012","2,258,161","0","0%","8,182","265"
