"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"02/01","日","7","17","0","0","24","28","85.71%","95,500","0","64,826","160,326","232,142","75.97%","6,680","24"
"02/02","月","3","14","0","0","17","28","60.71%","1,500","0","127,517","129,017","232,142","61.13%","7,589","18"
"02/03","火","9","14","0","0","23","28","82.14%","40,000","0","115,925","155,925","232,142","73.89%","6,779","24"
"02/04","水","11","13","0","0","24","28","85.71%","47,000","0","111,589","158,589","232,142","75.15%","6,608","24"
"02/05","木","11","15","0","0","26","28","92.86%","81,500","0","117,845","199,345","232,143","94.46%","7,667","27"
"02/06","金","15","24","0","0","39","28","139.29%","93,000","0","144,707","237,707","232,143","112.64%","6,095","40"
"02/07","土","12","18","0","0","30","28","107.14%","101,500","0","180,616","282,116","232,143","133.68%","9,404","31"
"02/08","日","2","9","0","0","11","28","39.29%","1,000","0","71,035","72,035","232,143","34.13%","6,549","11"
"02/09","月","5","25","0","0","30","28","107.14%","48,500","0","194,770","243,270","232,143","115.27%","8,109","32"
"02/10","火","11","17","0","0","28","28","100%","115,700","0","115,226","230,926","232,143","109.42%","8,247","28"
"02/11","水","12","27","0","0","39","28","139.29%","138,500","0","193,589","332,089","232,143","157.36%","8,515","39"
"02/12","木","15","26","0","0","41","28","146.43%","142,500","0","192,980","335,480","232,143","158.97%","8,182","42"
"02/13","金","7","18","0","0","25","29","86.21%","1,500","0","161,289","162,789","232,143","77.14%","6,512","25"
"02/14","土","10","25","0","0","35","29","120.69%","48,000","0","195,325","243,325","232,143","115.3%","6,952","35"
"02/15","日","8","19","0","0","27","29","93.1%","120,000","0","123,899","243,899","232,143","115.57%","9,033","29"
"02/16","月","8","18","0","1","27","29","93.1%","62,545","0","144,093","206,638","232,143","97.92%","7,653","28"
"02/17","火","13","21","0","0","34","29","117.24%","85,000","0","155,524","240,524","232,143","113.97%","7,074","35"
"02/18","水","9","17","0","0","26","29","89.66%","59,500","0","125,180","184,680","232,143","87.51%","7,103","26"
"02/19","木","16","26","0","0","42","29","144.83%","125,500","0","186,134","311,634","232,143","147.67%","7,420","43"
"02/20","金","17","11","0","0","28","29","96.55%","87,818","0","123,936","211,754","232,143","100.34%","7,563","28"
"02/21","土","11","21","0","1","33","29","113.79%","39,000","0","181,163","220,163","232,143","104.32%","6,672","33"
"02/22","日","7","13","0","0","20","29","68.97%","1,000","0","157,636","158,636","232,143","75.17%","7,932","20"
"02/23","月","6","13","0","0","19","29","65.52%","60,500","0","86,190","146,690","232,143","69.51%","7,721","19"
"02/24","火","11","28","0","0","39","29","134.48%","91,909","0","191,379","283,288","232,143","134.24%","7,264","40"
"02/25","水","12","18","0","0","30","29","103.45%","77,000","0","153,161","230,161","232,143","109.06%","7,672","31"
"02/26","木","10","14","0","0","24","29","82.76%","105,800","0","101,744","207,544","232,143","98.34%","8,648","24"
"02/27","金","15","23","0","0","38","29","131.03%","128,000","0","147,389","275,389","232,143","130.49%","7,247","38"
"02/28","土","8","27","0","0","35","29","120.69%","58,500","0","214,007","272,507","232,143","129.13%","7,786","38"
"TOTAL","","281","531","0","2","814","800","101.75%","2,057,772","0","4,078,674","6,136,446","6,500,000","94.41%","7,539","832"
