"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"05/01","水","3","6","0","0","9","11","81.82%","5,175","0","85,178","90,353","116,129","85.59%","10,039","8"
"05/02","木","1","7","0","0","8","11","72.73%","22,100","0","60,707","82,807","116,129","78.44%","10,351","8"
"05/03","金","3","14","0","0","17","11","154.55%","25,856","0","146,167","172,023","116,129","162.95%","10,119","17"
"05/04","土","2","5","0","1","8","11","72.73%","33,232","0","71,748","104,980","116,129","99.44%","13,123","6"
"05/05","日","4","9","0","0","13","11","118.18%","16,500","0","95,154","111,654","116,129","105.76%","8,589","13"
"05/06","月","8","10","0","0","18","11","163.64%","29,865","0","94,068","123,933","116,129","117.4%","6,885","17"
"05/07","火","1","7","0","0","8","11","72.73%","7,100","0","83,526","90,626","116,129","85.84%","11,328","7"
"05/08","水","1","11","0","1","13","11","118.18%","48,421","0","103,067","151,488","116,129","143.5%","11,653","8"
"05/09","木","1","7","0","0","8","11","72.73%","11,238","0","66,105","77,343","116,129","73.26%","9,668","8"
"05/10","金","5","7","0","0","12","11","109.09%","21,212","0","98,467","119,679","116,129","113.37%","9,973","12"
"05/11","土","3","10","0","0","13","11","118.18%","24,963","0","107,052","132,015","116,129","125.05%","10,155","13"
"05/12","日","6","12","0","0","18","11","163.64%","51,417","0","60,763","112,180","116,129","106.26%","6,232","18"
"05/13","月","4","2","0","0","6","12","50%","17,463","0","32,635","50,098","116,129","47.46%","8,350","6"
"05/14","火","1","6","0","0","7","12","58.33%","6,100","0","77,689","83,789","116,129","79.37%","11,970","7"
"05/15","水","1","7","0","0","8","12","66.67%","7,687","0","74,992","82,679","116,129","78.32%","10,335","8"
"05/16","木","4","6","0","0","10","12","83.33%","1,600","0","84,190","85,790","116,129","81.26%","8,579","8"
"05/17","金","2","8","0","0","10","12","83.33%","23,444","0","75,718","99,162","116,129","93.93%","9,916","10"
"05/18","土","2","15","0","0","17","12","141.67%","25,600","0","147,907","173,507","116,129","164.35%","10,206","15"
"05/19","日","5","9","0","0","14","12","116.67%","37,500","0","103,998","141,498","116,129","134.03%","10,107","13"
"05/20","月","2","5","0","0","7","12","58.33%","42,565","0","42,815","85,380","116,129","80.88%","12,197","6"
"05/21","火","2","6","0","0","8","12","66.67%","16,627","0","68,117","84,744","116,129","80.27%","10,593","8"
"05/22","水","2","6","0","0","8","12","66.67%","14,535","0","91,654","106,189","116,129","100.59%","13,274","7"
"05/23","木","1","9","0","0","10","12","83.33%","24,435","0","85,663","110,098","116,129","104.29%","11,010","10"
"05/24","金","2","12","0","0","14","12","116.67%","17,654","0","103,107","120,761","116,129","114.39%","8,626","13"
"05/25","土","8","11","0","0","19","12","158.33%","69,072","0","156,615","225,687","116,129","213.78%","11,878","19"
"05/26","日","6","10","0","0","16","12","133.33%","23,145","0","136,597","159,742","116,129","151.31%","9,984","15"
"05/27","月","1","11","0","0","12","12","100%","32,400","0","92,115","124,515","116,129","117.95%","10,376","11"
"05/28","火","1","8","0","0","9","12","75%","7,936","0","111,197","119,133","116,129","112.85%","13,237","7"
"05/29","水","2","7","0","0","9","12","75%","25,454","0","54,834","80,288","116,129","76.05%","8,921","9"
"05/30","木","2","9","0","0","11","12","91.67%","32,409","0","79,342","111,751","116,129","105.86%","10,159","11"
"05/31","金","3","12","0","1","16","12","133.33%","21,824","0","95,010","116,834","116,130","110.67%","7,302","15"
"TOTAL","","89","264","0","3","356","360","98.89%","744,529","0","2,786,197","3,530,726","3,600,000","98.08%","9,918","333"
