"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"08/01","土","5","16","0","1","22","0","0%","64,000","0","139,372","203,372","0","0%","9,244","24"
"08/02","日","7","10","0","0","17","0","0%","53,636","0","84,035","137,671","0","0%","8,098","17"
"08/03","月","17","15","0","0","32","0","0%","68,909","0","177,272","246,181","0","0%","7,693","33"
"08/04","火","12","21","0","1","34","0","0%","29,000","0","220,525","249,525","0","0%","7,339","32"
"08/05","水","10","12","0","0","22","0","0%","49,772","0","133,626","183,398","0","0%","8,336","22"
"08/06","木","11","13","0","0","24","0","0%","54,136","0","111,635","165,771","0","0%","6,907","24"
"08/07","金","6","16","0","0","22","0","0%","45,000","0","136,262","181,262","0","0%","8,239","23"
"08/08","土","2","5","0","0","7","0","0%","12,000","0","39,227","51,227","0","0%","7,318","7"
"08/09","日","11","4","0","0","15","0","0%","38,000","0","61,045","99,045","0","0%","6,603","15"
"08/10","月","14","19","0","0","33","0","0%","81,409","0","200,253","281,662","0","0%","8,535","34"
"08/11","火","13","22","0","0","35","0","0%","127,818","0","209,788","337,606","0","0%","9,646","36"
"08/12","水","12","21","0","0","33","0","0%","75,318","0","192,284","267,602","0","0%","8,109","35"
"08/13","木","10","11","0","1","22","0","0%","93,135","0","104,309","197,444","0","0%","8,975","21"
"08/14","金","10","19","0","0","29","0","0%","82,500","0","136,371","218,871","0","0%","7,547","29"
"08/15","土","20","21","0","0","41","0","0%","149,000","0","211,516","360,516","0","0%","8,793","43"
"08/16","日","16","11","0","0","27","0","0%","77,000","0","119,909","196,909","0","0%","7,293","27"
"08/17","月","16","6","0","0","22","0","0%","43,000","0","110,345","153,345","0","0%","6,970","22"
"08/18","火","11","16","0","0","27","0","0%","97,672","0","141,236","238,908","0","0%","8,848","29"
"08/19","水","7","18","0","0","25","0","0%","75,636","0","130,862","206,498","0","0%","8,260","26"
"08/20","木","15","19","0","2","36","0","0%","119,500","0","176,599","296,099","0","0%","8,225","34"
"08/21","金","9","11","0","0","20","0","0%","37,000","0","114,808","151,808","0","0%","7,590","23"
"08/22","土","7","18","0","0","25","0","0%","52,500","0","150,181","202,681","0","0%","8,107","27"
"08/23","日","8","8","0","0","16","0","0%","58,909","0","59,091","118,000","0","0%","7,375","17"
"08/24","月","3","18","0","1","22","0","0%","27,000","0","134,392","161,392","0","0%","7,336","22"
"08/25","火","7","10","0","1","18","0","0%","55,000","0","92,700","147,700","0","0%","8,206","18"
"08/26","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","28"
"08/27","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","15"
"08/28","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","24"
"08/29","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","17"
"08/30","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","15"
"08/31","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","16"
"TOTAL","","259","360","0","7","626","0","0%","1,666,850","0","3,387,643","5,054,493","0","0%","8,074","755"
