"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"09/01","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/02","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/03","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/04","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/05","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/06","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/07","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/08","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/09","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/10","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/11","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/12","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/13","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/14","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/15","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/16","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/17","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/18","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/19","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/20","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/21","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/22","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/23","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/24","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/25","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/26","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/27","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/28","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/29","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"09/30","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
