"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"03/01","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/02","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/03","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/04","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/05","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/06","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/07","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/08","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/09","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/10","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/11","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/12","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/13","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/14","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/15","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/16","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/17","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/18","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/19","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/20","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/21","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/22","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/23","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/24","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/25","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/26","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/27","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/28","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/29","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/30","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/31","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
