"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"03/01","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/02","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/03","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/04","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/05","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/06","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/07","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/08","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/09","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/10","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/11","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/12","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/13","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/14","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/15","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/16","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/17","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/18","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/19","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/20","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/21","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/22","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/23","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/24","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/25","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/26","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/27","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/28","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/29","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/30","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"03/31","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
