"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"07/01","土","3","10","0","0","13","0","0%","22,636","0","79,779","102,415","0","0%","7,878","13"
"07/02","日","2","8","0","0","10","0","0%","23,026","0","51,963","74,989","0","0%","7,499","10"
"07/03","月","4","5","0","0","9","0","0%","24,636","0","54,135","78,771","0","0%","8,752","9"
"07/04","火","1","3","0","0","4","0","0%","29,850","0","16,959","46,809","0","0%","11,702","3"
"07/05","水","3","5","0","0","8","0","0%","7,000","0","80,844","87,844","0","0%","10,981","7"
"07/06","木","4","7","0","0","11","0","0%","19,772","0","55,952","75,724","0","0%","6,884","9"
"07/07","金","1","7","0","0","8","0","0%","10,995","0","90,585","101,580","0","0%","12,698","6"
"07/08","土","2","12","0","0","14","0","0%","32,934","0","83,373","116,307","0","0%","8,308","14"
"07/09","日","5","3","0","0","8","0","0%","16,300","0","47,852","64,152","0","0%","8,019","8"
"07/10","月","1","4","0","0","5","0","0%","21,883","0","49,570","71,453","0","0%","14,291","5"
"07/11","火","2","5","0","0","7","0","0%","30,996","0","50,038","81,034","0","0%","11,576","7"
"07/12","水","2","5","0","0","7","0","0%","7,990","0","61,245","69,235","0","0%","9,891","7"
"07/13","木","3","2","0","0","5","0","0%","14,152","0","38,991","53,143","0","0%","10,629","5"
"07/14","金","3","6","0","0","9","0","0%","22,318","0","32,653","54,971","0","0%","6,108","9"
"07/15","土","3","10","0","0","13","0","0%","26,698","0","99,326","126,024","0","0%","9,694","13"
"07/16","日","4","5","0","0","9","0","0%","26,453","0","20,854","47,307","0","0%","5,256","9"
"07/17","月","5","4","0","0","9","0","0%","2,458","0","66,840","69,298","0","0%","7,700","9"
"07/18","火","0","5","0","0","5","0","0%","10,000","0","25,399","35,399","0","0%","7,080","5"
"07/19","水","3","9","0","0","12","0","0%","19,462","0","88,900","108,362","0","0%","9,030","9"
"07/20","木","5","5","0","0","10","0","0%","23,545","0","57,217","80,762","0","0%","8,076","9"
"07/21","金","4","5","0","0","9","0","0%","20,000","0","40,780","60,780","0","0%","6,753","9"
"07/22","土","4","8","0","1","13","0","0%","28,532","0","103,456","131,988","0","0%","10,153","12"
"07/23","日","3","8","0","0","11","0","0%","19,200","0","73,708","92,908","0","0%","8,446","11"
"07/24","月","2","3","0","0","5","0","0%","7,000","0","36,525","43,525","0","0%","8,705","5"
"07/25","火","4","4","0","0","8","0","0%","8,971","0","85,990","94,961","0","0%","11,870","8"
"07/26","水","2","5","0","0","7","0","0%","11,810","0","49,662","61,472","0","0%","8,782","7"
"07/27","木","5","5","0","0","10","0","0%","8,755","0","82,961","91,716","0","0%","9,172","10"
"07/28","金","6","2","0","0","8","0","0%","10,273","0","44,642","54,915","0","0%","6,864","8"
"07/29","土","2","9","0","0","11","0","0%","42,342","0","89,955","132,297","0","0%","12,027","11"
"07/30","日","0","8","0","0","8","0","0%","15,900","0","60,598","76,498","0","0%","9,562","8"
"07/31","月","1","5","0","0","6","0","0%","7,992","0","73,496","81,488","0","0%","13,581","6"
"TOTAL","","89","182","0","1","272","0","0%","573,879","0","1,894,248","2,468,127","0","0%","9,074","261"
