"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"08/01","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/02","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/03","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/04","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/05","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/06","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/07","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/08","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/09","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/10","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/11","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/12","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/13","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/14","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/15","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/16","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/17","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/18","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/19","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/20","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/21","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/22","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/23","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/24","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/25","月","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","0"
"08/26","火","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","12"
"08/27","水","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","14"
"08/28","木","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","19"
"08/29","金","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","29"
"08/30","土","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","23"
"08/31","日","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","11"
"TOTAL","","0","0","0","0","0","0","0%","0","0","0","0","0","0%","0","108"
