"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"10/01","水","20","1","0","0","21","29","72.41%","123,400","0","56,045","179,445","193,741","101.88%","8,545","21"
"10/02","木","20","4","0","0","24","29","82.76%","40,100","0","102,580","142,680","193,741","81.01%","5,945","25"
"10/03","金","21","11","0","0","32","29","110.34%","96,000","0","146,100","242,100","193,742","137.46%","7,566","32"
"10/04","土","25","14","0","0","39","29","134.48%","93,700","0","170,590","264,290","193,742","150.06%","6,777","41"
"10/05","日","17","6","0","0","23","29","79.31%","52,100","0","90,954","143,054","193,742","81.22%","6,220","25"
"10/06","月","19","12","0","0","31","29","106.9%","57,500","0","138,090","195,590","193,742","111.05%","6,309","31"
"10/07","火","22","11","0","0","33","30","110%","63,500","0","153,443","216,943","193,742","123.17%","6,574","33"
"10/08","水","19","10","0","0","29","30","96.67%","55,500","0","136,316","191,816","193,742","108.91%","6,614","29"
"10/09","木","13","12","0","0","25","30","83.33%","44,500","0","111,500","156,000","193,742","88.57%","6,240","26"
"10/10","金","19","13","0","0","32","30","106.67%","101,500","0","144,609","246,109","193,742","139.73%","7,691","32"
"10/11","土","19","16","0","0","35","30","116.67%","79,500","0","160,090","239,590","193,742","136.03%","6,845","36"
"10/12","日","14","8","0","0","22","30","73.33%","53,500","0","91,636","145,136","193,742","82.4%","6,597","22"
"10/13","月","19","10","0","0","29","30","96.67%","75,500","0","134,090","209,590","193,742","119%","7,227","29"
"10/14","火","12","11","0","0","23","30","76.67%","40,000","0","90,954","130,954","193,742","74.35%","5,694","23"
"10/15","水","18","12","0","0","30","30","100%","42,000","0","153,526","195,526","193,742","111.01%","6,518","32"
"10/16","木","15","12","0","0","27","30","90%","42,000","0","142,915","184,915","193,742","104.99%","6,849","27"
"10/17","金","13","12","0","0","25","30","83.33%","48,000","0","116,081","164,081","193,742","93.16%","6,563","26"
"10/18","土","4","2","0","0","6","30","20%","8,000","0","16,000","24,000","193,742","13.63%","4,000","6"
"10/19","日","16","8","0","0","24","30","80%","39,100","0","115,100","154,200","193,742","87.55%","6,425","25"
"10/20","月","15","6","0","0","21","30","70%","0","0","132,844","132,844","193,742","75.43%","6,326","21"
"10/21","火","10","13","0","0","23","30","76.67%","76,500","0","87,054","163,554","193,742","92.86%","7,111","24"
"10/22","水","12","6","0","0","18","30","60%","46,500","0","62,091","108,591","193,742","61.65%","6,033","18"
"10/23","木","21","20","0","0","41","30","136.67%","94,500","0","204,481","298,981","193,742","169.75%","7,292","43"
"10/24","金","20","22","0","0","42","30","140%","78,000","0","201,389","279,389","193,742","158.63%","6,652","42"
"10/25","土","23","22","0","0","45","30","150%","100,000","0","212,262","312,262","193,742","177.29%","6,939","46"
"10/26","日","20","19","0","0","39","30","130%","33,100","0","203,226","236,326","193,742","134.18%","6,060","40"
"10/27","月","12","20","0","0","32","30","106.67%","100,000","0","134,890","234,890","193,742","133.36%","7,340","32"
"10/28","火","13","4","0","0","17","30","56.67%","43,000","0","77,800","120,800","193,742","68.59%","7,106","18"
"10/29","水","8","17","0","0","25","30","83.33%","81,500","0","102,300","183,800","193,742","104.36%","7,352","26"
"10/30","木","12","14","0","0","26","30","86.67%","71,000","0","139,898","210,898","193,742","119.74%","8,111","28"
"10/31","金","15","15","0","0","30","30","100%","57,100","0","144,781","201,881","193,742","114.62%","6,729","30"
"TOTAL","","506","363","0","0","869","924","94.05%","1,936,600","0","3,973,635","5,910,235","6,006,000","98.41%","6,801","889"
