"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"09/01","日","4","11","0","0","15","12","125%","32,360","0","99,389","131,749","120,000","120.78%","8,783","15"
"09/02","月","2","7","0","0","9","12","75%","18,920","0","63,496","82,416","120,000","75.55%","9,157","9"
"09/03","火","1","8","0","0","9","12","75%","12,065","0","111,322","123,387","120,000","113.11%","13,710","9"
"09/04","水","2","7","0","0","9","12","75%","7,142","0","91,655","98,797","120,000","90.57%","10,977","8"
"09/05","木","1","12","0","0","13","12","108.33%","13,145","0","129,459","142,604","120,000","130.73%","10,970","11"
"09/06","金","1","10","0","0","11","12","91.67%","8,500","0","109,432","117,932","120,000","108.11%","10,721","10"
"09/07","土","2","12","0","0","14","12","116.67%","16,181","0","145,259","161,440","120,000","147.99%","11,531","13"
"09/08","日","0","9","0","0","9","12","75%","8,355","0","79,733","88,088","120,000","80.75%","9,788","9"
"09/09","月","3","6","0","0","9","12","75%","26,654","0","61,761","88,415","120,000","81.05%","9,824","8"
"09/10","火","1","4","0","0","5","12","41.67%","4,000","0","34,799","38,799","120,000","35.57%","7,760","3"
"09/11","水","0","2","0","0","2","12","16.67%","32,748","0","22,669","55,417","120,000","50.8%","27,709","2"
"09/12","木","0","9","0","0","9","12","75%","10,600","0","79,470","90,070","120,000","82.57%","10,008","9"
"09/13","金","1","12","0","0","13","12","108.33%","32,500","0","88,795","121,295","120,000","111.19%","9,330","13"
"09/14","土","3","20","0","0","23","12","191.67%","48,611","0","140,211","188,822","120,000","173.09%","8,210","22"
"09/15","日","3","12","0","0","15","12","125%","17,393","0","131,421","148,814","120,000","136.42%","9,921","15"
"09/16","月","2","6","0","0","8","12","66.67%","4,500","0","80,307","84,807","120,000","77.74%","10,601","8"
"09/17","火","1","7","0","0","8","12","66.67%","14,438","0","109,624","124,062","120,000","113.73%","15,508","8"
"09/18","水","1","8","0","0","9","12","75%","12,205","0","107,602","119,807","120,000","109.83%","13,312","8"
"09/19","木","0","10","0","0","10","12","83.33%","34,281","0","66,090","100,371","120,000","92.01%","10,037","10"
"09/20","金","4","8","0","0","12","12","100%","21,927","0","104,810","126,737","120,000","116.18%","10,561","10"
"09/21","土","3","14","0","0","17","12","141.67%","35,452","0","128,569","164,021","120,000","150.36%","9,648","17"
"09/22","日","3","14","0","0","17","12","141.67%","38,954","0","124,089","163,043","120,000","149.46%","9,591","17"
"09/23","月","3","10","0","0","13","12","108.33%","43,401","0","53,333","96,734","120,000","88.68%","7,441","13"
"09/24","火","2","6","0","0","8","12","66.67%","7,181","0","110,199","117,380","120,000","107.6%","14,673","8"
"09/25","水","1","5","0","0","6","12","50%","19,100","0","50,780","69,880","120,000","64.06%","11,647","6"
"09/26","木","0","6","0","0","6","12","50%","28,977","0","63,166","92,143","120,000","84.47%","15,357","6"
"09/27","金","1","8","0","0","9","12","75%","2,885","0","86,957","89,842","120,000","82.36%","9,982","9"
"09/28","土","3","15","0","0","18","12","150%","33,989","0","136,124","170,113","120,000","155.94%","9,451","18"
"09/29","日","5","8","0","0","13","12","108.33%","23,095","0","110,810","133,905","120,000","122.75%","10,300","12"
"09/30","月","1","9","0","0","10","12","83.33%","24,450","0","83,348","107,798","120,000","98.82%","10,780","10"
"TOTAL","","54","275","0","0","329","360","91.39%","634,009","0","2,804,679","3,438,688","3,600,000","95.52%","10,452","316"
