"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"07/01","火","2","5","0","0","7","12","58.33%","15,000","48,981","0","63,981","128,709","54.68%","9,140","7"
"07/02","水","0","7","0","0","7","12","58.33%","48,771","56,687","5,945","111,403","128,709","95.21%","15,915","7"
"07/03","木","0","9","0","0","9","12","75%","26,802","93,513","9,500","129,815","128,709","110.95%","14,424","9"
"07/04","金","4","3","0","0","7","12","58.33%","19,718","51,735","2,600","74,053","128,709","63.29%","10,579","7"
"07/05","土","2","21","0","0","23","12","191.67%","71,956","164,508","5,000","241,464","128,709","206.37%","10,498","23"
"07/06","日","6","13","0","0","19","12","158.33%","22,735","137,169","4,618","164,522","128,709","140.61%","8,659","19"
"07/07","月","2","6","0","0","8","12","66.67%","47,203","46,059","18,554","111,816","128,709","95.56%","13,977","8"
"07/08","火","4","9","0","0","13","12","108.33%","50,508","38,980","0","89,488","128,709","76.48%","6,884","13"
"07/09","水","1","6","0","0","7","12","58.33%","18,918","43,562","0","62,480","128,709","53.4%","8,926","7"
"07/10","木","1","6","0","0","7","12","58.33%","40,414","50,111","0","90,525","128,709","77.37%","12,932","7"
"07/11","金","2","3","0","0","5","12","41.67%","17,500","19,927","0","37,427","128,710","31.99%","7,485","5"
"07/12","土","4","9","0","0","13","12","108.33%","12,932","115,609","0","128,541","128,710","109.86%","9,888","13"
"07/13","日","6","11","0","0","17","12","141.67%","20,485","152,648","20,463","193,596","128,710","165.46%","11,388","17"
"07/14","月","3","7","0","0","10","12","83.33%","49,971","62,608","6,400","118,979","128,710","101.69%","11,898","10"
"07/15","火","2","5","0","0","7","12","58.33%","8,172","59,198","6,600","73,970","128,710","63.22%","10,567","7"
"07/16","水","0","7","0","1","8","12","66.67%","1,470","72,374","10,018","83,862","128,710","71.67%","10,483","6"
"07/17","木","2","5","0","0","7","12","58.33%","7,000","37,198","0","44,198","128,710","37.77%","6,314","7"
"07/18","金","1","9","0","0","10","12","83.33%","15,128","115,078","0","130,206","128,710","111.28%","13,021","10"
"07/19","土","3","14","0","0","17","12","141.67%","25,129","153,593","18,227","196,949","128,710","168.32%","11,585","18"
"07/20","日","5","11","0","0","16","12","133.33%","52,500","105,705","0","158,205","128,710","135.21%","9,888","16"
"07/21","月","2","11","0","0","13","12","108.33%","15,284","96,412","5,000","116,696","128,710","99.74%","8,977","13"
"07/22","火","2","6","0","0","8","12","66.67%","24,227","52,644","4,200","81,071","128,710","69.29%","10,134","7"
"07/23","水","1","12","0","0","13","12","108.33%","15,804","107,684","27,200","150,688","128,710","128.79%","11,591","11"
"07/24","木","1","8","0","0","9","13","69.23%","8,000","91,124","0","99,124","128,710","84.72%","11,014","9"
"07/25","金","4","8","0","0","12","13","92.31%","19,997","77,474","5,000","102,471","128,710","87.58%","8,539","12"
"07/26","土","2","13","0","0","15","13","115.38%","39,531","128,401","11,872","179,804","128,710","153.67%","11,987","15"
"07/27","日","2","12","0","1","15","13","115.38%","26,202","128,594","11,500","166,296","128,710","142.13%","11,086","14"
"07/28","月","0","6","0","0","6","13","46.15%","11,176","61,559","0","72,735","128,710","62.16%","12,123","6"
"07/29","火","3","10","0","0","13","13","100%","31,472","72,507","26,500","130,479","128,710","111.51%","10,037","12"
"07/30","水","1","9","0","0","10","13","76.92%","47,142","56,728","0","103,870","128,710","88.77%","10,387","11"
"07/31","木","4","10","0","0","14","13","107.69%","11,500","118,433","0","129,933","128,710","111.05%","9,281","14"
"TOTAL","","72","271","0","2","345","380","90.79%","822,647","2,616,803","199,197","3,638,647","3,990,000","91.19%","10,547","340"
