"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"09/01","金","3","5","0","0","8","0","0%","34,000","0","31,062","65,062","0","0%","8,133","8"
"09/02","土","6","10","0","0","16","0","0%","46,552","0","112,126","158,678","0","0%","9,917","16"
"09/03","日","3","7","0","0","10","0","0%","17,377","0","75,139","92,516","0","0%","9,252","10"
"09/04","月","1","9","0","0","10","0","0%","28,700","0","81,780","110,480","0","0%","11,048","10"
"09/05","火","2","4","0","0","6","0","0%","14,591","0","65,698","80,289","0","0%","13,382","6"
"09/06","水","0","5","0","0","5","0","0%","12,800","0","38,763","51,563","0","0%","10,313","3"
"09/07","木","1","6","0","0","7","0","0%","25,300","0","81,279","106,579","0","0%","15,226","7"
"09/08","金","5","8","0","0","13","0","0%","55,388","0","60,201","115,589","0","0%","8,891","12"
"09/09","土","5","16","0","0","21","0","0%","36,208","0","169,550","205,758","0","0%","9,798","19"
"09/10","日","4","7","0","0","11","0","0%","18,587","0","51,111","69,698","0","0%","6,336","11"
"09/11","月","1","4","0","0","5","0","0%","29,500","0","24,509","54,009","0","0%","10,802","5"
"09/12","火","0","6","0","0","6","0","0%","16,455","0","47,625","64,080","0","0%","10,680","6"
"09/13","水","4","7","0","0","11","0","0%","21,370","0","74,499","95,869","0","0%","8,715","11"
"09/14","木","3","6","0","0","9","0","0%","21,818","0","63,889","85,707","0","0%","9,523","9"
"09/15","金","5","2","0","0","7","0","0%","21,300","0","39,871","61,171","0","0%","8,739","7"
"09/16","土","7","12","0","0","19","0","0%","29,799","0","118,070","147,869","0","0%","7,783","19"
"09/17","日","5","6","0","0","11","0","0%","52,454","0","50,290","102,744","0","0%","9,340","11"
"09/18","月","6","3","0","0","9","0","0%","24,729","0","60,106","84,835","0","0%","9,426","9"
"09/19","火","8","1","0","0","9","0","0%","5,500","0","71,235","76,735","0","0%","8,526","9"
"09/20","水","0","7","0","0","7","0","0%","28,300","0","84,981","113,281","0","0%","16,183","5"
"09/21","木","2","5","0","0","7","0","0%","14,600","0","41,217","55,817","0","0%","7,974","7"
"09/22","金","2","5","0","1","8","0","0%","22,454","0","41,726","64,180","0","0%","8,023","7"
"09/23","土","2","16","0","0","18","0","0%","43,676","0","106,675","150,351","0","0%","8,353","19"
"09/24","日","4","6","0","0","10","0","0%","44,693","0","37,405","82,098","0","0%","8,210","10"
"09/25","月","3","7","0","0","10","0","0%","15,400","0","63,488","78,888","0","0%","7,889","10"
"09/26","火","2","3","0","0","5","0","0%","12,168","0","29,630","41,798","0","0%","8,360","5"
"09/27","水","2","5","0","0","7","0","0%","25,409","0","43,280","68,689","0","0%","9,813","5"
"09/28","木","4","8","0","0","12","0","0%","19,473","0","71,824","91,297","0","0%","7,608","12"
"09/29","金","2","5","0","0","7","0","0%","9,181","0","47,871","57,052","0","0%","8,150","7"
"09/30","土","5","10","0","0","15","0","0%","24,885","0","89,391","114,276","0","0%","7,618","14"
"TOTAL","","97","201","0","1","299","0","0%","772,667","0","1,974,291","2,746,958","0","0%","9,187","289"
