"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"05/01","月","2","3","0","0","5","0","0%","9,000","0","58,381","67,381","0","0%","13,476","3"
"05/02","火","5","2","0","0","7","0","0%","1,000","0","56,088","57,088","0","0%","8,155","7"
"05/03","水","3","5","0","1","9","0","0%","1,000","0","83,952","84,952","0","0%","9,439","7"
"05/04","木","3","9","0","0","12","0","0%","39,955","0","88,497","128,452","0","0%","10,704","11"
"05/05","金","2","7","0","0","9","0","0%","14,451","0","71,801","86,252","0","0%","9,584","9"
"05/06","土","5","7","0","0","12","0","0%","6,909","0","102,950","109,859","0","0%","9,155","12"
"05/07","日","1","6","0","0","7","0","0%","8,941","0","52,129","61,070","0","0%","8,724","7"
"05/08","月","3","3","0","0","6","0","0%","992","0","66,297","67,289","0","0%","11,215","5"
"05/09","火","3","7","0","0","10","0","0%","21,227","0","69,234","90,461","0","0%","9,046","8"
"05/10","水","1","3","0","0","4","0","0%","1,000","0","60,481","61,481","0","0%","15,370","3"
"05/11","木","1","4","0","1","6","0","0%","10,468","0","38,676","49,144","0","0%","8,191","5"
"05/12","金","4","6","0","0","10","0","0%","8,905","0","88,883","97,788","0","0%","9,779","9"
"05/13","土","5","11","0","0","16","0","0%","37,345","0","80,298","117,643","0","0%","7,353","15"
"05/14","日","5","3","0","0","8","0","0%","10,426","0","63,745","74,171","0","0%","9,271","7"
"05/15","月","2","6","0","0","8","0","0%","48,807","0","31,909","80,716","0","0%","10,090","8"
"05/16","火","4","6","0","0","10","0","0%","35,489","0","75,464","110,953","0","0%","11,095","9"
"05/17","水","0","4","0","0","4","0","0%","5,818","0","47,026","52,844","0","0%","13,211","3"
"05/18","木","4","3","0","0","7","0","0%","17,345","0","44,070","61,415","0","0%","8,774","7"
"05/19","金","2","5","0","0","7","0","0%","20,318","0","22,199","42,517","0","0%","6,074","7"
"05/20","土","5","10","0","0","15","0","0%","30,476","0","103,403","133,879","0","0%","8,925","14"
"05/21","日","4","4","0","0","8","0","0%","5,025","0","68,672","73,697","0","0%","9,212","8"
"05/22","月","0","8","0","0","8","0","0%","17,000","0","57,162","74,162","0","0%","9,270","8"
"05/23","火","2","4","0","0","6","0","0%","33,026","0","46,235","79,261","0","0%","13,210","5"
"05/24","水","4","6","0","0","10","0","0%","26,535","0","43,981","70,516","0","0%","7,052","9"
"05/25","木","2","3","0","0","5","0","0%","11,834","0","41,193","53,027","0","0%","10,605","5"
"05/26","金","3","7","0","0","10","0","0%","16,788","0","56,791","73,579","0","0%","7,358","9"
"05/27","土","7","3","0","0","10","0","0%","25,909","0","25,854","51,763","0","0%","5,176","10"
"05/28","日","5","3","0","0","8","0","0%","18,392","0","41,132","59,524","0","0%","7,441","7"
"05/29","月","6","4","0","0","10","0","0%","40,454","0","36,072","76,526","0","0%","7,653","10"
"05/30","火","0","5","0","0","5","0","0%","1,000","0","49,261","50,261","0","0%","10,052","4"
"05/31","水","5","4","0","0","9","0","0%","21,244","0","26,147","47,391","0","0%","5,266","9"
"TOTAL","","98","161","0","2","261","0","0%","547,079","0","1,797,983","2,345,062","0","0%","8,985","240"
