"","","新規","再来","失再","直会","総客","目標","達成率","グランドメニュー","クーポン","その他","純売上","目標","達成率","客単価","予約"
"04/01","月","1","4","0","0","5","11","45.45%","6,300","0","48,890","55,190","117,000","51.89%","11,038","5"
"04/02","火","6","8","0","0","14","11","127.27%","43,236","0","54,743","97,979","117,000","92.12%","6,999","14"
"04/03","水","4","9","0","0","13","11","118.18%","21,072","0","94,743","115,815","117,000","108.89%","8,909","12"
"04/04","木","2","5","0","0","7","11","63.64%","13,591","0","48,526","62,117","117,000","58.4%","8,874","7"
"04/05","金","1","10","0","0","11","11","100%","41,337","0","71,507","112,844","117,000","106.09%","10,259","10"
"04/06","土","3","15","0","0","18","11","163.64%","36,122","0","141,173","177,295","117,000","166.69%","9,850","18"
"04/07","日","10","6","0","0","16","11","145.45%","33,000","0","96,316","129,316","117,000","121.58%","8,082","15"
"04/08","月","1","7","0","0","8","11","72.73%","20,100","0","43,480","63,580","117,000","59.78%","7,948","9"
"04/09","火","3","6","0","0","9","11","81.82%","25,630","0","89,685","115,315","117,000","108.42%","12,813","8"
"04/10","水","2","6","0","1","9","12","75%","18,591","0","35,963","54,554","117,000","51.29%","6,062","8"
"04/11","木","2","8","0","0","10","12","83.33%","26,769","0","63,139","89,908","117,000","84.53%","8,991","10"
"04/12","金","0","6","0","0","6","12","50%","4,100","0","57,745","61,845","117,000","58.15%","10,308","6"
"04/13","土","7","16","0","0","23","12","191.67%","36,986","0","132,911","169,897","117,000","159.74%","7,387","22"
"04/14","日","2","10","0","0","12","12","100%","16,725","0","141,090","157,815","117,000","148.38%","13,151","12"
"04/15","月","4","7","0","0","11","12","91.67%","6,000","0","83,960","89,960","117,000","84.58%","8,178","9"
"04/16","火","7","6","0","0","13","12","108.33%","10,578","0","99,318","109,896","117,000","103.32%","8,454","11"
"04/17","水","3","10","0","1","14","12","116.67%","46,895","0","65,320","112,215","117,000","105.5%","8,015","12"
"04/18","木","1","7","0","0","8","12","66.67%","4,586","0","83,258","87,844","117,000","82.59%","10,981","8"
"04/19","金","0","10","0","0","10","12","83.33%","14,500","0","82,453","96,953","117,000","91.15%","9,695","10"
"04/20","土","1","13","0","0","14","12","116.67%","37,991","0","94,216","132,207","117,000","124.3%","9,443","14"
"04/21","日","5","5","0","0","10","12","83.33%","5,300","0","93,906","99,206","117,000","93.27%","9,921","9"
"04/22","月","2","9","0","0","11","12","91.67%","27,572","0","87,516","115,088","117,000","108.21%","10,463","9"
"04/23","火","1","8","0","0","9","12","75%","10,500","0","81,243","91,743","117,000","86.26%","10,194","8"
"04/24","水","1","9","0","0","10","12","83.33%","22,158","0","63,184","85,342","117,000","80.24%","8,534","9"
"04/25","木","1","7","0","0","8","12","66.67%","24,070","0","45,793","69,863","117,000","65.68%","8,733","8"
"04/26","金","1","8","0","0","9","12","75%","16,118","0","65,307","81,425","117,000","76.56%","9,047","9"
"04/27","土","5","13","0","0","18","12","150%","46,996","0","91,519","138,515","117,000","130.23%","7,695","18"
"04/28","日","2","12","0","0","14","12","116.67%","26,084","0","85,668","111,752","117,000","105.07%","7,982","14"
"04/29","月","2","9","0","0","11","12","91.67%","15,293","0","88,323","103,616","117,000","97.42%","9,420","11"
"04/30","火","6","7","0","0","13","12","108.33%","15,493","0","111,004","126,497","117,000","118.93%","9,731","13"
"TOTAL","","86","256","0","2","344","351","98.01%","673,693","0","2,441,899","3,115,592","3,510,000","88.76%","9,057","328"
